candidate_id,candidate_class,verification_kind,name,lon,lat,facility_id,source_stop_id,stability,material_gain,audit_status,primary_rank,primary_unique_trips,primary_unique_routes,primary_active_stops,primary_events,distance_300_rank,distance_300_unique_trips,distance_300_unique_routes,distance_300_active_stops,distance_500_rank,distance_500_unique_trips,distance_500_unique_routes,distance_500_active_stops,rider_conditional_rank,rider_conditional_unique_trips,rider_conditional_unique_routes,rider_conditional_active_stops,normal_operations_rank,normal_operations_unique_trips,normal_operations_unique_routes,normal_operations_active_stops,optimistic_information_rank,optimistic_information_unique_trips,optimistic_information_unique_routes,optimistic_information_active_stops,saturday_rank,saturday_unique_trips,saturday_unique_routes,saturday_active_stops,projection_json
new-facility-zone:10039,new_facility_zone,,The West Mall at Burnhamthorpe Rd,-79.56693357743872,43.64435908283679,,10039,not prioritized,true,source review,378,11,2,12,29,346,10,2,10,389,11,2,14,375,11,2,12,378,11,2,12,400,7,2,5,346,13,2,12,"{""audit_status"":""source review"",""candidate_class"":""new_facility_zone"",""candidate_id"":""new-facility-zone:10039"",""duplicate_candidate"":false,""facility"":null,""facility_id"":null,""gain_label"":""incremental"",""lat"":43.64435908283679,""lon"":-79.56693357743872,""material_gain"":true,""misclassified_access"":false,""name"":""The West Mall at Burnhamthorpe Rd"",""primary_metrics"":{""combined_incremental"":{""active_stops"":12,""stop_time_events"":29,""unique_routes"":2,""unique_trips"":11},""combined_total"":{""active_stops"":12,""stop_time_events"":29,""unique_routes"":2,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""primary"",""snapshot_gains"":[{""incremental"":{""active_stops"":12,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":12,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":7}},{""incremental"":{""active_stops"":12,""stop_time_events"":12,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":12,""stop_time_events"":12,""unique_routes"":2,""unique_trips"":4}}]},""primary_rank"":378,""review_flags"":[],""sensitivity_metrics"":[{""combined_incremental"":{""active_stops"":10,""stop_time_events"":24,""unique_routes"":2,""unique_trips"":10},""combined_total"":{""active_stops"":10,""stop_time_events"":24,""unique_routes"":2,""unique_trips"":10},""positive_late_snapshots"":2,""scenario_id"":""distance-300"",""snapshot_gains"":[{""incremental"":{""active_stops"":10,""stop_time_events"":14,""unique_routes"":2,""unique_trips"":6},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":10,""stop_time_events"":14,""unique_routes"":2,""unique_trips"":6}},{""incremental"":{""active_stops"":10,""stop_time_events"":10,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":10,""stop_time_events"":10,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":14,""stop_time_events"":33,""unique_routes"":2,""unique_trips"":11},""combined_total"":{""active_stops"":14,""stop_time_events"":33,""unique_routes"":2,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""distance-500"",""snapshot_gains"":[{""incremental"":{""active_stops"":14,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":14,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":7}},{""incremental"":{""active_stops"":14,""stop_time_events"":14,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":14,""stop_time_events"":14,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":12,""stop_time_events"":29,""unique_routes"":2,""unique_trips"":11},""combined_total"":{""active_stops"":12,""stop_time_events"":29,""unique_routes"":2,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""rider-conditional"",""snapshot_gains"":[{""incremental"":{""active_stops"":12,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":12,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":7}},{""incremental"":{""active_stops"":12,""stop_time_events"":12,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":12,""stop_time_events"":12,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":12,""stop_time_events"":29,""unique_routes"":2,""unique_trips"":11},""combined_total"":{""active_stops"":12,""stop_time_events"":29,""unique_routes"":2,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""normal-operations"",""snapshot_gains"":[{""incremental"":{""active_stops"":12,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":12,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":7}},{""incremental"":{""active_stops"":12,""stop_time_events"":12,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":12,""stop_time_events"":12,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":5,""stop_time_events"":12,""unique_routes"":2,""unique_trips"":7},""combined_total"":{""active_stops"":12,""stop_time_events"":29,""unique_routes"":2,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""optimistic-information"",""snapshot_gains"":[{""incremental"":{""active_stops"":5,""stop_time_events"":7,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":12,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":7}},{""incremental"":{""active_stops"":5,""stop_time_events"":5,""unique_routes"":2,""unique_trips"":3},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":12,""stop_time_events"":12,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":12,""stop_time_events"":35,""unique_routes"":2,""unique_trips"":13},""combined_total"":{""active_stops"":12,""stop_time_events"":35,""unique_routes"":2,""unique_trips"":13},""positive_late_snapshots"":2,""scenario_id"":""saturday"",""snapshot_gains"":[{""incremental"":{""active_stops"":12,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":7},""snapshot_id"":""sat-2200"",""total_catchment"":{""active_stops"":12,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":7}},{""incremental"":{""active_stops"":12,""stop_time_events"":16,""unique_routes"":2,""unique_trips"":6},""snapshot_id"":""sat-0030"",""total_catchment"":{""active_stops"":12,""stop_time_events"":16,""unique_routes"":2,""unique_trips"":6}}]}],""sensitivity_ranks"":[{""applicable"":true,""rank"":346,""scenario_id"":""distance-300""},{""applicable"":true,""rank"":389,""scenario_id"":""distance-500""},{""applicable"":true,""rank"":375,""scenario_id"":""rider-conditional""},{""applicable"":true,""rank"":378,""scenario_id"":""normal-operations""},{""applicable"":true,""rank"":400,""scenario_id"":""optimistic-information""},{""applicable"":true,""rank"":346,""scenario_id"":""saturday""}],""source_error"":false,""source_stop_id"":""10039"",""stability"":""not prioritized"",""verification_kind"":null}"
new-facility-zone:10047,new_facility_zone,,Lawrence Ave East at Dinnick Cres East Side,-79.39552010535112,43.72642127943978,,10047,not prioritized,true,source review,375,11,3,17,45,327,11,3,13,387,11,3,19,371,11,3,17,375,11,3,17,372,11,3,17,360,12,3,17,"{""audit_status"":""source review"",""candidate_class"":""new_facility_zone"",""candidate_id"":""new-facility-zone:10047"",""duplicate_candidate"":false,""facility"":null,""facility_id"":null,""gain_label"":""incremental"",""lat"":43.72642127943978,""lon"":-79.39552010535112,""material_gain"":true,""misclassified_access"":false,""name"":""Lawrence Ave East at Dinnick Cres East Side"",""primary_metrics"":{""combined_incremental"":{""active_stops"":17,""stop_time_events"":45,""unique_routes"":3,""unique_trips"":11},""combined_total"":{""active_stops"":17,""stop_time_events"":45,""unique_routes"":3,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""primary"",""snapshot_gains"":[{""incremental"":{""active_stops"":17,""stop_time_events"":28,""unique_routes"":3,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":17,""stop_time_events"":28,""unique_routes"":3,""unique_trips"":7}},{""incremental"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4}}]},""primary_rank"":375,""review_flags"":[],""sensitivity_metrics"":[{""combined_incremental"":{""active_stops"":13,""stop_time_events"":36,""unique_routes"":3,""unique_trips"":11},""combined_total"":{""active_stops"":13,""stop_time_events"":36,""unique_routes"":3,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""distance-300"",""snapshot_gains"":[{""incremental"":{""active_stops"":13,""stop_time_events"":23,""unique_routes"":3,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":13,""stop_time_events"":23,""unique_routes"":3,""unique_trips"":7}},{""incremental"":{""active_stops"":13,""stop_time_events"":13,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":13,""stop_time_events"":13,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":19,""stop_time_events"":51,""unique_routes"":3,""unique_trips"":11},""combined_total"":{""active_stops"":19,""stop_time_events"":51,""unique_routes"":3,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""distance-500"",""snapshot_gains"":[{""incremental"":{""active_stops"":19,""stop_time_events"":32,""unique_routes"":3,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":19,""stop_time_events"":32,""unique_routes"":3,""unique_trips"":7}},{""incremental"":{""active_stops"":19,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":19,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":17,""stop_time_events"":45,""unique_routes"":3,""unique_trips"":11},""combined_total"":{""active_stops"":17,""stop_time_events"":45,""unique_routes"":3,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""rider-conditional"",""snapshot_gains"":[{""incremental"":{""active_stops"":17,""stop_time_events"":28,""unique_routes"":3,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":17,""stop_time_events"":28,""unique_routes"":3,""unique_trips"":7}},{""incremental"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":17,""stop_time_events"":45,""unique_routes"":3,""unique_trips"":11},""combined_total"":{""active_stops"":17,""stop_time_events"":45,""unique_routes"":3,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""normal-operations"",""snapshot_gains"":[{""incremental"":{""active_stops"":17,""stop_time_events"":28,""unique_routes"":3,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":17,""stop_time_events"":28,""unique_routes"":3,""unique_trips"":7}},{""incremental"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":17,""stop_time_events"":45,""unique_routes"":3,""unique_trips"":11},""combined_total"":{""active_stops"":17,""stop_time_events"":45,""unique_routes"":3,""unique_trips"":11},""positive_late_snapshots"":2,""scenario_id"":""optimistic-information"",""snapshot_gains"":[{""incremental"":{""active_stops"":17,""stop_time_events"":28,""unique_routes"":3,""unique_trips"":7},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":17,""stop_time_events"":28,""unique_routes"":3,""unique_trips"":7}},{""incremental"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4}}]},{""combined_incremental"":{""active_stops"":17,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":12},""combined_total"":{""active_stops"":17,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":12},""positive_late_snapshots"":2,""scenario_id"":""saturday"",""snapshot_gains"":[{""incremental"":{""active_stops"":17,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":8},""snapshot_id"":""sat-2200"",""total_catchment"":{""active_stops"":17,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":8}},{""incremental"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4},""snapshot_id"":""sat-0030"",""total_catchment"":{""active_stops"":17,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":4}}]}],""sensitivity_ranks"":[{""applicable"":true,""rank"":327,""scenario_id"":""distance-300""},{""applicable"":true,""rank"":387,""scenario_id"":""distance-500""},{""applicable"":true,""rank"":371,""scenario_id"":""rider-conditional""},{""applicable"":true,""rank"":375,""scenario_id"":""normal-operations""},{""applicable"":true,""rank"":372,""scenario_id"":""optimistic-information""},{""applicable"":true,""rank"":360,""scenario_id"":""saturday""}],""source_error"":false,""source_stop_id"":""10047"",""stability"":""not prioritized"",""verification_kind"":null}"
new-facility-zone:10053,new_facility_zone,,Kipling Ave at Torlake Cres (North),-79.5238309931617,43.614188383209374,,10053,not prioritized,true,source review,320,18,2,7,36,253,18,2,6,335,18,2,9,313,18,2,7,320,18,2,7,313,18,2,7,310,18,2,7,"{""audit_status"":""source review"",""candidate_class"":""new_facility_zone"",""candidate_id"":""new-facility-zone:10053"",""duplicate_candidate"":false,""facility"":null,""facility_id"":null,""gain_label"":""incremental"",""lat"":43.614188383209374,""lon"":-79.5238309931617,""material_gain"":true,""misclassified_access"":false,""name"":""Kipling Ave at Torlake Cres (North)"",""primary_metrics"":{""combined_incremental"":{""active_stops"":7,""stop_time_events"":36,""unique_routes"":2,""unique_trips"":18},""combined_total"":{""active_stops"":7,""stop_time_events"":36,""unique_routes"":2,""unique_trips"":18},""positive_late_snapshots"":2,""scenario_id"":""primary"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":9}},{""incremental"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":9}}]},""primary_rank"":320,""review_flags"":[],""sensitivity_metrics"":[{""combined_incremental"":{""active_stops"":6,""stop_time_events"":30,""unique_routes"":2,""unique_trips"":18},""combined_total"":{""active_stops"":6,""stop_time_events"":30,""unique_routes"":2,""unique_trips"":18},""positive_late_snapshots"":2,""scenario_id"":""distance-300"",""snapshot_gains"":[{""incremental"":{""active_stops"":6,""stop_time_events"":16,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":6,""stop_time_events"":16,""unique_routes"":2,""unique_trips"":9}},{""incremental"":{""active_stops"":6,""stop_time_events"":14,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":6,""stop_time_events"":14,""unique_routes"":2,""unique_trips"":9}}]},{""combined_incremental"":{""active_stops"":9,""stop_time_events"":44,""unique_routes"":2,""unique_trips"":18},""combined_total"":{""active_stops"":9,""stop_time_events"":44,""unique_routes"":2,""unique_trips"":18},""positive_late_snapshots"":2,""scenario_id"":""distance-500"",""snapshot_gains"":[{""incremental"":{""active_stops"":9,""stop_time_events"":23,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":9,""stop_time_events"":23,""unique_routes"":2,""unique_trips"":9}},{""incremental"":{""active_stops"":9,""stop_time_events"":21,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":9,""stop_time_events"":21,""unique_routes"":2,""unique_trips"":9}}]},{""combined_incremental"":{""active_stops"":7,""stop_time_events"":36,""unique_routes"":2,""unique_trips"":18},""combined_total"":{""active_stops"":7,""stop_time_events"":36,""unique_routes"":2,""unique_trips"":18},""positive_late_snapshots"":2,""scenario_id"":""rider-conditional"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":9}},{""incremental"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":9}}]},{""combined_incremental"":{""active_stops"":7,""stop_time_events"":36,""unique_routes"":2,""unique_trips"":18},""combined_total"":{""active_stops"":7,""stop_time_events"":36,""unique_routes"":2,""unique_trips"":18},""positive_late_snapshots"":2,""scenario_id"":""normal-operations"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":9}},{""incremental"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":9}}]},{""combined_incremental"":{""active_stops"":7,""stop_time_events"":36,""unique_routes"":2,""unique_trips"":18},""combined_total"":{""active_stops"":7,""stop_time_events"":36,""unique_routes"":2,""unique_trips"":18},""positive_late_snapshots"":2,""scenario_id"":""optimistic-information"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":9}},{""incremental"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":9},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":9}}]},{""combined_incremental"":{""active_stops"":7,""stop_time_events"":37,""unique_routes"":2,""unique_trips"":18},""combined_total"":{""active_stops"":7,""stop_time_events"":37,""unique_routes"":2,""unique_trips"":18},""positive_late_snapshots"":2,""scenario_id"":""saturday"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":20,""unique_routes"":2,""unique_trips"":10},""snapshot_id"":""sat-2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":20,""unique_routes"":2,""unique_trips"":10}},{""incremental"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8},""snapshot_id"":""sat-0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8}}]}],""sensitivity_ranks"":[{""applicable"":true,""rank"":253,""scenario_id"":""distance-300""},{""applicable"":true,""rank"":335,""scenario_id"":""distance-500""},{""applicable"":true,""rank"":313,""scenario_id"":""rider-conditional""},{""applicable"":true,""rank"":320,""scenario_id"":""normal-operations""},{""applicable"":true,""rank"":313,""scenario_id"":""optimistic-information""},{""applicable"":true,""rank"":310,""scenario_id"":""saturday""}],""source_error"":false,""source_stop_id"":""10053"",""stability"":""not prioritized"",""verification_kind"":null}"
new-facility-zone:10058,new_facility_zone,,Dufferin St at Lappin Ave South Side,-79.43810851050692,43.66607475145275,,10058,not prioritized,true,source review,207,28,3,7,48,163,25,3,4,234,28,3,9,197,28,3,7,207,28,3,7,203,28,3,7,170,31,3,7,"{""audit_status"":""source review"",""candidate_class"":""new_facility_zone"",""candidate_id"":""new-facility-zone:10058"",""duplicate_candidate"":false,""facility"":null,""facility_id"":null,""gain_label"":""incremental"",""lat"":43.66607475145275,""lon"":-79.43810851050692,""material_gain"":true,""misclassified_access"":false,""name"":""Dufferin St at Lappin Ave South Side"",""primary_metrics"":{""combined_incremental"":{""active_stops"":7,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":28},""combined_total"":{""active_stops"":7,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":28},""positive_late_snapshots"":2,""scenario_id"":""primary"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":20},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":20}},{""incremental"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8}}]},""primary_rank"":207,""review_flags"":[],""sensitivity_metrics"":[{""combined_incremental"":{""active_stops"":4,""stop_time_events"":32,""unique_routes"":3,""unique_trips"":25},""combined_total"":{""active_stops"":4,""stop_time_events"":32,""unique_routes"":3,""unique_trips"":25},""positive_late_snapshots"":2,""scenario_id"":""distance-300"",""snapshot_gains"":[{""incremental"":{""active_stops"":4,""stop_time_events"":22,""unique_routes"":3,""unique_trips"":18},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":4,""stop_time_events"":22,""unique_routes"":3,""unique_trips"":18}},{""incremental"":{""active_stops"":4,""stop_time_events"":10,""unique_routes"":2,""unique_trips"":7},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":4,""stop_time_events"":10,""unique_routes"":2,""unique_trips"":7}}]},{""combined_incremental"":{""active_stops"":9,""stop_time_events"":54,""unique_routes"":3,""unique_trips"":28},""combined_total"":{""active_stops"":9,""stop_time_events"":54,""unique_routes"":3,""unique_trips"":28},""positive_late_snapshots"":2,""scenario_id"":""distance-500"",""snapshot_gains"":[{""incremental"":{""active_stops"":9,""stop_time_events"":35,""unique_routes"":3,""unique_trips"":20},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":9,""stop_time_events"":35,""unique_routes"":3,""unique_trips"":20}},{""incremental"":{""active_stops"":9,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":8},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":9,""stop_time_events"":19,""unique_routes"":2,""unique_trips"":8}}]},{""combined_incremental"":{""active_stops"":7,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":28},""combined_total"":{""active_stops"":7,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":28},""positive_late_snapshots"":2,""scenario_id"":""rider-conditional"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":20},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":20}},{""incremental"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8}}]},{""combined_incremental"":{""active_stops"":7,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":28},""combined_total"":{""active_stops"":7,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":28},""positive_late_snapshots"":2,""scenario_id"":""normal-operations"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":20},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":20}},{""incremental"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8}}]},{""combined_incremental"":{""active_stops"":7,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":28},""combined_total"":{""active_stops"":7,""stop_time_events"":48,""unique_routes"":3,""unique_trips"":28},""positive_late_snapshots"":2,""scenario_id"":""optimistic-information"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":20},""snapshot_id"":""2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":31,""unique_routes"":3,""unique_trips"":20}},{""incremental"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8},""snapshot_id"":""0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":17,""unique_routes"":2,""unique_trips"":8}}]},{""combined_incremental"":{""active_stops"":7,""stop_time_events"":60,""unique_routes"":3,""unique_trips"":31},""combined_total"":{""active_stops"":7,""stop_time_events"":60,""unique_routes"":3,""unique_trips"":31},""positive_late_snapshots"":2,""scenario_id"":""saturday"",""snapshot_gains"":[{""incremental"":{""active_stops"":7,""stop_time_events"":38,""unique_routes"":3,""unique_trips"":21},""snapshot_id"":""sat-2200"",""total_catchment"":{""active_stops"":7,""stop_time_events"":38,""unique_routes"":3,""unique_trips"":21}},{""incremental"":{""active_stops"":7,""stop_time_events"":22,""unique_routes"":2,""unique_trips"":10},""snapshot_id"":""sat-0030"",""total_catchment"":{""active_stops"":7,""stop_time_events"":22,""unique_routes"":2,""unique_trips"":10}}]}],""sensitivity_ranks"":[{""applicable"":true,""rank"":163,""scenario_id"":""distance-300""},{""applicable"":true,""rank"":234,""scenario_id"":""distance-500""},{""applicable"":true,""rank"":197,""scenario_id"":""rider-conditional""},{""applicable"":true,""rank"":207,""scenario_id"":""normal-operations""},{""applicable"":true,""rank"":203,""scenario_id"":""optimistic-information""},{""applicable"":true,""rank"":170,""scenario_id"":""saturday""}],""source_error"":false,""source_stop_id"":""10058"",""stability"":""not prioritized"",""verification_kind"":null}"
