candidate_id,scenario_id,applicable,rank,unique_trips,unique_routes,active_stops,events
new-facility-zone:4947,rider-conditional,true,238,24,3,15,46
new-facility-zone:4947,normal-operations,true,247,24,3,15,46
new-facility-zone:4947,optimistic-information,true,242,24,3,15,46
new-facility-zone:4947,saturday,true,244,23,3,15,46
new-facility-zone:4963,primary,true,314,19,2,7,29
new-facility-zone:4963,distance-300,true,370,8,1,3,12
new-facility-zone:4963,distance-500,true,330,19,2,7,29
new-facility-zone:4963,rider-conditional,true,307,19,2,7,29
new-facility-zone:4963,normal-operations,true,314,19,2,7,29
new-facility-zone:4963,optimistic-information,true,401,8,1,3,12
new-facility-zone:4963,saturday,true,345,14,2,7,26
new-facility-zone:5000,primary,true,170,32,3,11,69
new-facility-zone:5000,distance-300,true,122,30,3,8,50
new-facility-zone:5000,distance-500,true,196,32,3,13,84
new-facility-zone:5000,rider-conditional,true,160,32,3,11,69
new-facility-zone:5000,normal-operations,true,170,32,3,11,69
new-facility-zone:5000,optimistic-information,true,168,32,3,9,57
new-facility-zone:5000,saturday,true,155,32,3,11,74
new-facility-zone:5002,primary,true,368,13,2,11,35
new-facility-zone:5002,distance-300,true,320,12,2,8,23
new-facility-zone:5002,distance-500,true,378,13,2,13,42
new-facility-zone:5002,rider-conditional,true,363,13,2,11,35
new-facility-zone:5002,normal-operations,true,368,13,2,11,35
new-facility-zone:5002,optimistic-information,true,364,13,2,11,35
new-facility-zone:5002,saturday,true,382,10,2,11,25
new-facility-zone:5005,primary,true,74,50,3,10,62
new-facility-zone:5005,distance-300,true,393,6,1,2,6
new-facility-zone:5005,distance-500,true,88,50,3,12,82
new-facility-zone:5005,rider-conditional,true,64,50,3,10,62
new-facility-zone:5005,normal-operations,true,74,50,3,10,62
new-facility-zone:5005,optimistic-information,true,71,50,3,10,62
new-facility-zone:5005,saturday,true,77,48,3,10,60
new-facility-zone:5027,primary,true,229,26,3,11,41
new-facility-zone:5027,distance-300,true,248,18,2,8,30
new-facility-zone:5027,distance-500,true,257,26,3,11,41
new-facility-zone:5027,rider-conditional,true,219,26,3,11,41
new-facility-zone:5027,normal-operations,true,229,26,3,11,41
new-facility-zone:5027,optimistic-information,true,224,26,3,11,41
new-facility-zone:5027,saturday,true,214,26,3,11,43
new-facility-zone:5029,primary,true,168,32,3,14,103
new-facility-zone:5029,distance-300,true,111,31,3,9,67
new-facility-zone:5029,distance-500,true,193,32,3,16,119
new-facility-zone:5029,rider-conditional,true,158,32,3,14,103
new-facility-zone:5029,normal-operations,true,168,32,3,14,103
new-facility-zone:5029,optimistic-information,true,164,32,3,14,103
new-facility-zone:5029,saturday,true,196,28,2,14,100
new-facility-zone:503,primary,true,123,40,4,10,104
new-facility-zone:503,distance-300,true,84,37,4,6,80
new-facility-zone:503,distance-500,true,140,40,4,10,104
new-facility-zone:503,rider-conditional,true,112,40,4,10,104
new-facility-zone:503,normal-operations,true,123,40,4,10,104
new-facility-zone:503,optimistic-information,true,119,40,4,10,104
new-facility-zone:503,saturday,true,141,34,3,10,97
new-facility-zone:5051,primary,true,237,25,3,14,88
new-facility-zone:5051,distance-300,true,159,25,3,10,64
new-facility-zone:5051,distance-500,true,269,25,3,17,102
new-facility-zone:5051,rider-conditional,true,227,25,3,14,88
new-facility-zone:5051,normal-operations,true,237,25,3,14,88
new-facility-zone:5051,optimistic-information,true,232,25,3,14,88
new-facility-zone:5051,saturday,true,228,24,3,14,81
new-facility-zone:5053,primary,true,260,24,2,10,55
new-facility-zone:5053,distance-300,true,187,23,2,8,47
new-facility-zone:5053,distance-500,true,204,31,3,16,82
new-facility-zone:5053,rider-conditional,true,251,24,2,10,55
new-facility-zone:5053,normal-operations,true,260,24,2,10,55
new-facility-zone:5053,optimistic-information,true,354,14,2,3,14
new-facility-zone:5053,saturday,true,267,22,2,10,56
new-facility-zone:5054,primary,true,287,21,3,16,61
new-facility-zone:5054,distance-300,true,271,16,2,8,32
new-facility-zone:5054,distance-500,true,305,21,3,17,64
new-facility-zone:5054,rider-conditional,true,280,21,3,16,61
new-facility-zone:5054,normal-operations,true,287,21,3,16,61
new-facility-zone:5054,optimistic-information,true,282,21,3,16,61
new-facility-zone:5054,saturday,true,305,18,3,16,51
new-facility-zone:5062,primary,true,193,29,3,12,73
new-facility-zone:5062,distance-300,true,128,29,3,8,51
new-facility-zone:5062,distance-500,true,224,29,3,13,76
new-facility-zone:5062,rider-conditional,true,183,29,3,12,73
new-facility-zone:5062,normal-operations,true,193,29,3,12,73
new-facility-zone:5062,optimistic-information,true,189,29,3,12,73
new-facility-zone:5062,saturday,true,176,30,3,12,77
new-facility-zone:5099,primary,true,81,48,6,11,79
new-facility-zone:5099,distance-300,true,108,31,4,6,35
new-facility-zone:5099,distance-500,true,10,92,10,21,152
new-facility-zone:5099,rider-conditional,true,96,43,5,9,72
new-facility-zone:5099,normal-operations,true,81,48,6,11,79
new-facility-zone:5099,optimistic-information,true,77,48,6,11,79
new-facility-zone:5099,saturday,true,63,51,5,10,85
new-facility-zone:512,primary,true,184,30,3,15,73
new-facility-zone:512,distance-300,true,120,30,3,10,51
new-facility-zone:512,distance-500,true,202,31,3,21,98
new-facility-zone:512,rider-conditional,true,174,30,3,15,73
new-facility-zone:512,normal-operations,true,184,30,3,15,73
new-facility-zone:512,optimistic-information,true,180,30,3,15,73
new-facility-zone:512,saturday,true,192,28,3,15,70
new-facility-zone:5144,primary,true,22,74,6,23,187
new-facility-zone:5144,distance-300,true,22,59,5,17,144
new-facility-zone:5144,distance-500,true,24,81,7,31,265
new-facility-zone:5144,rider-conditional,true,12,74,6,23,187
new-facility-zone:5144,normal-operations,true,22,74,6,23,187
new-facility-zone:5144,optimistic-information,true,22,74,6,23,187
new-facility-zone:5144,saturday,true,19,72,6,23,178
new-facility-zone:5179,primary,true,372,12,2,10,25
new-facility-zone:5179,distance-300,true,302,13,2,8,25
new-facility-zone:5179,distance-500,true,387,12,2,14,36
new-facility-zone:5179,rider-conditional,true,368,12,2,10,25
new-facility-zone:5179,normal-operations,true,372,12,2,10,25
new-facility-zone:5179,optimistic-information,true,369,12,2,10,25
new-facility-zone:5179,saturday,true,383,10,2,10,22
new-facility-zone:5180,primary,true,44,59,5,13,95
new-facility-zone:5180,distance-300,true,276,16,2,5,28
new-facility-zone:5180,distance-500,true,59,59,5,16,114
new-facility-zone:5180,rider-conditional,true,33,59,5,13,95
new-facility-zone:5180,normal-operations,true,44,59,5,13,95
new-facility-zone:5180,optimistic-information,true,43,59,5,13,95
new-facility-zone:5180,saturday,true,47,56,5,13,92
new-facility-zone:5192,primary,true,152,35,3,10,48
new-facility-zone:5192,distance-300,true,409,3,1,4,9
new-facility-zone:5192,distance-500,true,153,38,3,12,53
new-facility-zone:5192,rider-conditional,true,142,35,3,10,48
new-facility-zone:5192,normal-operations,true,152,35,3,10,48
new-facility-zone:5192,optimistic-information,true,149,35,3,10,48
new-facility-zone:5192,saturday,true,178,30,3,10,47
new-facility-zone:521,primary,true,222,26,5,11,44
new-facility-zone:521,distance-300,true,244,18,3,7,30
new-facility-zone:521,distance-500,true,249,26,5,15,56
new-facility-zone:521,rider-conditional,true,212,26,5,11,44
new-facility-zone:521,normal-operations,true,222,26,5,11,44
new-facility-zone:521,optimistic-information,true,218,26,5,11,44
new-facility-zone:521,saturday,true,189,28,5,11,48
new-facility-zone:5213,primary,true,106,44,4,8,104
new-facility-zone:5213,distance-300,true,147,27,2,6,76
new-facility-zone:5213,distance-500,true,121,44,4,8,104
new-facility-zone:5213,rider-conditional,true,94,44,4,8,104
new-facility-zone:5213,normal-operations,true,106,44,4,8,104
new-facility-zone:5213,optimistic-information,true,102,44,4,8,104
new-facility-zone:5213,saturday,true,106,41,3,8,97
new-facility-zone:5224,primary,true,166,32,3,15,81
new-facility-zone:5224,distance-300,true,103,32,3,10,56
new-facility-zone:5224,distance-500,true,186,33,3,20,106
new-facility-zone:5224,rider-conditional,true,156,32,3,15,81
new-facility-zone:5224,normal-operations,true,166,32,3,15,81
new-facility-zone:5224,optimistic-information,true,162,32,3,15,81
new-facility-zone:5224,saturday,true,163,31,3,15,80
new-facility-zone:5238,primary,true,244,25,2,16,98
new-facility-zone:5238,distance-300,true,167,25,2,10,61
new-facility-zone:5238,distance-500,true,274,25,2,19,117
new-facility-zone:5238,rider-conditional,true,234,25,2,16,98
new-facility-zone:5238,normal-operations,true,244,25,2,16,98
new-facility-zone:5238,optimistic-information,true,239,25,2,16,98
new-facility-zone:5238,saturday,true,226,25,2,16,99
new-facility-zone:5239,primary,true,223,26,5,8,40
new-facility-zone:5239,distance-300,true,366,9,2,2,9
new-facility-zone:5239,distance-500,true,200,31,5,9,49
new-facility-zone:5239,rider-conditional,true,213,26,5,8,40
new-facility-zone:5239,normal-operations,true,223,26,5,8,40
new-facility-zone:5239,optimistic-information,true,219,26,5,8,40
new-facility-zone:5239,saturday,true,218,25,5,8,40
new-facility-zone:5248,primary,true,382,11,2,12,31
new-facility-zone:5248,distance-300,true,336,11,2,7,19
new-facility-zone:5248,distance-500,true,394,11,2,13,33
new-facility-zone:5248,rider-conditional,true,379,11,2,12,31
new-facility-zone:5248,normal-operations,true,382,11,2,12,31
new-facility-zone:5248,optimistic-information,true,378,11,2,12,31
new-facility-zone:5248,saturday,true,400,7,2,12,20
new-facility-zone:5259,primary,true,171,32,3,10,70
new-facility-zone:5259,distance-300,true,213,21,2,7,59
new-facility-zone:5259,distance-500,true,197,32,3,10,70
new-facility-zone:5259,rider-conditional,true,161,32,3,10,70
new-facility-zone:5259,normal-operations,true,171,32,3,10,70
new-facility-zone:5259,optimistic-information,true,166,32,3,10,70
new-facility-zone:5259,saturday,true,179,30,3,10,66
new-facility-zone:5260,primary,true,265,23,3,12,40
new-facility-zone:5260,distance-300,true,182,23,3,9,32
new-facility-zone:5260,distance-500,true,283,23,3,16,54
new-facility-zone:5260,rider-conditional,true,257,23,3,12,40
new-facility-zone:5260,normal-operations,true,265,23,3,12,40
new-facility-zone:5260,optimistic-information,true,258,23,3,12,40
new-facility-zone:5260,saturday,true,285,20,3,12,34
new-facility-zone:5265,primary,true,245,25,2,12,75
new-facility-zone:5265,distance-300,true,166,25,2,11,68
new-facility-zone:5265,distance-500,true,275,25,2,16,99
new-facility-zone:5265,rider-conditional,true,235,25,2,12,75
new-facility-zone:5265,normal-operations,true,245,25,2,12,75
new-facility-zone:5265,optimistic-information,true,240,25,2,12,75
new-facility-zone:5265,saturday,true,188,29,2,12,81
new-facility-zone:5271,primary,true,181,30,4,10,72
new-facility-zone:5271,distance-300,true,126,29,4,6,43
new-facility-zone:5271,distance-500,true,215,30,4,11,75
new-facility-zone:5271,rider-conditional,true,171,30,4,10,72
new-facility-zone:5271,normal-operations,true,181,30,4,10,72
new-facility-zone:5271,optimistic-information,true,177,30,4,10,72
new-facility-zone:5271,saturday,true,200,27,4,10,66
new-facility-zone:5331,primary,true,210,28,3,7,39
new-facility-zone:5331,distance-300,true,407,4,1,1,4
new-facility-zone:5331,distance-500,true,237,28,3,7,39
new-facility-zone:5331,rider-conditional,true,200,28,3,7,39
new-facility-zone:5331,normal-operations,true,210,28,3,7,39
new-facility-zone:5331,optimistic-information,true,206,28,3,7,39
new-facility-zone:5331,saturday,true,187,29,3,7,41
new-facility-zone:5398,primary,true,147,36,3,9,53
new-facility-zone:5398,distance-300,true,391,6,1,3,18
new-facility-zone:5398,distance-500,true,166,36,3,12,70
new-facility-zone:5398,rider-conditional,true,136,36,3,9,53
new-facility-zone:5398,normal-operations,true,147,36,3,9,53
new-facility-zone:5398,optimistic-information,true,144,36,3,9,53
new-facility-zone:5398,saturday,true,132,36,3,9,54
new-facility-zone:5431,primary,true,292,21,2,10,49
new-facility-zone:5431,distance-300,true,215,21,2,5,25
new-facility-zone:5431,distance-500,true,310,21,2,11,53
new-facility-zone:5431,rider-conditional,true,285,21,2,10,49
new-facility-zone:5431,normal-operations,true,292,21,2,10,49
new-facility-zone:5431,optimistic-information,true,287,21,2,10,49
new-facility-zone:5431,saturday,true,254,23,2,10,53
new-facility-zone:5452,primary,true,177,31,3,12,62
new-facility-zone:5452,distance-300,true,170,25,2,6,32
new-facility-zone:5452,distance-500,true,209,31,3,12,62
new-facility-zone:5452,rider-conditional,true,167,31,3,12,62
new-facility-zone:5452,normal-operations,true,177,31,3,12,62
new-facility-zone:5452,optimistic-information,true,173,31,3,12,62
new-facility-zone:5452,saturday,true,153,32,3,12,64
new-facility-zone:5456,primary,true,208,28,3,10,40
new-facility-zone:5456,distance-300,true,277,16,2,5,22
new-facility-zone:5456,distance-500,true,233,28,3,14,58
new-facility-zone:5456,rider-conditional,true,198,28,3,10,40
new-facility-zone:5456,normal-operations,true,208,28,3,10,40
new-facility-zone:5456,optimistic-information,true,204,28,3,10,40
new-facility-zone:5456,saturday,true,184,29,3,10,44
new-facility-zone:5473,primary,true,242,25,3,9,35
new-facility-zone:5473,distance-300,true,173,24,3,8,32
new-facility-zone:5473,distance-500,true,253,26,3,17,78
new-facility-zone:5473,rider-conditional,true,232,25,3,9,35
new-facility-zone:5473,normal-operations,true,242,25,3,9,35
new-facility-zone:5473,optimistic-information,true,237,25,3,9,35
new-facility-zone:5473,saturday,true,215,26,3,9,38
new-facility-zone:5480,primary,true,354,14,2,7,32
new-facility-zone:5480,distance-300,true,355,10,2,4,14
new-facility-zone:5480,distance-500,true,364,14,2,10,43
new-facility-zone:5480,rider-conditional,true,348,14,2,7,32
new-facility-zone:5480,normal-operations,true,354,14,2,7,32
new-facility-zone:5480,optimistic-information,true,349,14,2,7,32
new-facility-zone:5480,saturday,true,346,14,2,7,32
new-facility-zone:5542,primary,true,345,15,2,5,20
new-facility-zone:5542,distance-300,true,376,7,1,3,9
new-facility-zone:5542,distance-500,true,357,15,2,7,26
new-facility-zone:5542,rider-conditional,true,339,15,2,5,20
new-facility-zone:5542,normal-operations,true,345,15,2,5,20
new-facility-zone:5542,optimistic-information,true,339,15,2,5,20
new-facility-zone:5542,saturday,true,387,10,2,5,14
new-facility-zone:5557,primary,true,137,37,4,10,45
new-facility-zone:5557,distance-300,true,193,22,3,8,28
new-facility-zone:5557,distance-500,true,51,61,6,21,82
new-facility-zone:5557,rider-conditional,true,126,37,4,10,45
new-facility-zone:5557,normal-operations,true,137,37,4,10,45
new-facility-zone:5557,optimistic-information,true,134,37,4,10,45
new-facility-zone:5557,saturday,true,150,32,4,10,41
new-facility-zone:5569,primary,true,43,59,5,14,96
new-facility-zone:5569,distance-300,true,172,25,2,5,32
new-facility-zone:5569,distance-500,true,60,59,5,16,107
new-facility-zone:5569,rider-conditional,true,32,59,5,14,96
new-facility-zone:5569,normal-operations,true,43,59,5,14,96
new-facility-zone:5569,optimistic-information,true,42,59,5,14,96
new-facility-zone:5569,saturday,true,29,64,5,14,100
new-facility-zone:5572,primary,true,156,34,4,12,77
new-facility-zone:5572,distance-300,true,98,33,4,10,62
new-facility-zone:5572,distance-500,true,123,43,4,21,120
new-facility-zone:5572,rider-conditional,true,146,34,4,12,77
new-facility-zone:5572,normal-operations,true,156,34,4,12,77
new-facility-zone:5572,optimistic-information,true,152,34,4,12,77
new-facility-zone:5572,saturday,true,113,39,4,12,81
new-facility-zone:559,primary,true,200,28,4,12,43
new-facility-zone:559,distance-300,true,315,12,3,8,20
new-facility-zone:559,distance-500,true,76,55,6,23,86
new-facility-zone:559,rider-conditional,true,190,28,4,12,43
new-facility-zone:559,normal-operations,true,200,28,4,12,43
new-facility-zone:559,optimistic-information,true,196,28,4,12,43
new-facility-zone:559,saturday,true,199,27,4,12,42
new-facility-zone:5612,primary,true,100,45,4,11,116
new-facility-zone:5612,distance-300,true,115,31,3,7,79
new-facility-zone:5612,distance-500,true,115,45,4,13,141
new-facility-zone:5612,rider-conditional,true,88,45,4,11,116
new-facility-zone:5612,normal-operations,true,100,45,4,11,116
new-facility-zone:5612,optimistic-information,true,96,45,4,11,116
new-facility-zone:5612,saturday,true,79,47,4,11,115
new-facility-zone:5656,primary,true,266,23,3,11,52
new-facility-zone:5656,distance-300,true,233,19,3,6,25
new-facility-zone:5656,distance-500,true,285,23,3,13,61
new-facility-zone:5656,rider-conditional,true,258,23,3,11,52
new-facility-zone:5656,normal-operations,true,266,23,3,11,52
new-facility-zone:5656,optimistic-information,true,259,23,3,11,52
new-facility-zone:5656,saturday,true,288,20,2,11,45
new-facility-zone:5691,primary,true,351,14,2,9,30
new-facility-zone:5691,distance-300,true,292,14,2,4,14
new-facility-zone:5691,distance-500,true,362,14,2,11,38
new-facility-zone:5691,rider-conditional,true,345,14,2,9,30
new-facility-zone:5691,normal-operations,true,351,14,2,9,30
new-facility-zone:5691,optimistic-information,true,346,14,2,9,30
new-facility-zone:5691,saturday,true,373,11,2,9,24
new-facility-zone:571,primary,true,128,39,4,11,57
new-facility-zone:571,distance-300,true,164,25,3,6,32
new-facility-zone:571,distance-500,true,112,45,5,20,111
new-facility-zone:571,rider-conditional,true,117,39,4,11,57
new-facility-zone:571,normal-operations,true,128,39,4,11,57
new-facility-zone:571,optimistic-information,true,124,39,4,11,57
new-facility-zone:571,saturday,true,120,38,4,11,56
new-facility-zone:5717,primary,true,241,25,3,10,46
new-facility-zone:5717,distance-300,true,160,25,3,10,46
new-facility-zone:5717,distance-500,true,272,25,3,14,54
new-facility-zone:5717,rider-conditional,true,231,25,3,10,46
new-facility-zone:5717,normal-operations,true,241,25,3,10,46
new-facility-zone:5717,optimistic-information,true,236,25,3,10,46
new-facility-zone:5717,saturday,true,232,24,3,10,46
new-facility-zone:5783,primary,true,204,28,3,15,74
new-facility-zone:5783,distance-300,true,197,22,2,8,41
new-facility-zone:5783,distance-500,true,171,35,4,21,98
new-facility-zone:5783,rider-conditional,true,194,28,3,15,74
new-facility-zone:5783,normal-operations,true,204,28,3,15,74
new-facility-zone:5783,optimistic-information,true,200,28,3,15,74
new-facility-zone:5783,saturday,true,151,32,3,15,78
new-facility-zone:5818,primary,true,393,10,3,5,19
new-facility-zone:5818,distance-300,true,348,10,3,4,15
new-facility-zone:5818,distance-500,true,402,10,3,6,22
new-facility-zone:5818,rider-conditional,true,390,10,3,5,19
new-facility-zone:5818,normal-operations,true,393,10,3,5,19
new-facility-zone:5818,optimistic-information,true,389,10,3,5,19
new-facility-zone:5818,saturday,true,402,6,2,5,12
new-facility-zone:5840,primary,true,61,55,4,9,116
new-facility-zone:5840,distance-300,true,35,52,4,4,52
new-facility-zone:5840,distance-500,true,80,55,4,12,158
new-facility-zone:5840,rider-conditional,true,51,55,4,9,116
new-facility-zone:5840,normal-operations,true,61,55,4,9,116
new-facility-zone:5840,optimistic-information,true,59,55,4,9,116
new-facility-zone:5840,saturday,true,76,48,4,9,99
new-facility-zone:5848,primary,true,57,55,9,11,100
new-facility-zone:5848,distance-300,true,30,54,9,7,70
new-facility-zone:5848,distance-500,true,74,55,9,11,100
new-facility-zone:5848,rider-conditional,true,47,55,9,11,100
new-facility-zone:5848,normal-operations,true,57,55,9,11,100
new-facility-zone:5848,optimistic-information,true,55,55,9,11,100
new-facility-zone:5848,saturday,true,50,55,9,11,97
new-facility-zone:5869,primary,true,233,26,2,8,50
new-facility-zone:5869,distance-300,true,310,13,1,5,31
new-facility-zone:5869,distance-500,true,264,26,2,8,50
new-facility-zone:5869,rider-conditional,true,223,26,2,8,50
new-facility-zone:5869,normal-operations,true,233,26,2,8,50
new-facility-zone:5869,optimistic-information,true,228,26,2,8,50
new-facility-zone:5869,saturday,true,241,24,2,8,46
new-facility-zone:5897,primary,true,324,17,3,7,28
new-facility-zone:5897,distance-300,true,374,7,1,4,12
new-facility-zone:5897,distance-500,true,295,22,3,10,39
new-facility-zone:5897,rider-conditional,true,317,17,3,7,28
new-facility-zone:5897,normal-operations,true,324,17,3,7,28
new-facility-zone:5897,optimistic-information,true,318,17,3,7,28
new-facility-zone:5897,saturday,true,334,15,3,7,29
new-facility-zone:5909,primary,true,136,37,4,13,55
new-facility-zone:5909,distance-300,true,307,13,2,6,22
new-facility-zone:5909,distance-500,true,157,37,4,15,65
new-facility-zone:5909,rider-conditional,true,125,37,4,13,55
new-facility-zone:5909,normal-operations,true,136,37,4,13,55
new-facility-zone:5909,optimistic-information,true,133,37,4,13,55
new-facility-zone:5909,saturday,true,125,37,4,13,55
new-facility-zone:5914,primary,true,31,65,6,9,74
new-facility-zone:5914,distance-300,true,109,31,4,5,37
new-facility-zone:5914,distance-500,true,41,65,6,10,77
new-facility-zone:5914,rider-conditional,true,21,65,6,9,74
new-facility-zone:5914,normal-operations,true,31,65,6,9,74
new-facility-zone:5914,optimistic-information,true,31,65,6,9,74
new-facility-zone:5914,saturday,true,48,56,5,8,65
new-facility-zone:5928,primary,true,88,47,3,10,82
new-facility-zone:5928,distance-300,true,75,39,3,7,56
new-facility-zone:5928,distance-500,true,102,47,3,11,91
new-facility-zone:5928,rider-conditional,true,76,47,3,10,82
new-facility-zone:5928,normal-operations,true,88,47,3,10,82
new-facility-zone:5928,optimistic-information,true,84,47,3,10,82
new-facility-zone:5928,saturday,true,93,44,3,10,78
new-facility-zone:5963,primary,true,300,20,3,5,38
new-facility-zone:5963,distance-300,true,380,7,1,2,13
new-facility-zone:5963,distance-500,true,315,20,3,5,38
new-facility-zone:5963,rider-conditional,true,293,20,3,5,38
new-facility-zone:5963,normal-operations,true,300,20,3,5,38
new-facility-zone:5963,optimistic-information,true,294,20,3,5,38
new-facility-zone:5963,saturday,true,270,22,2,5,41
new-facility-zone:5967,primary,true,114,42,3,10,75
new-facility-zone:5967,distance-300,true,137,28,2,7,54
new-facility-zone:5967,distance-500,true,131,42,3,14,102
new-facility-zone:5967,rider-conditional,true,103,42,3,10,75
new-facility-zone:5967,normal-operations,true,114,42,3,10,75
new-facility-zone:5967,optimistic-information,true,111,42,3,10,75
new-facility-zone:5967,saturday,true,128,37,3,10,58
new-facility-zone:5976,primary,true,377,12,2,5,21
new-facility-zone:5976,distance-300,true,364,9,2,3,15
new-facility-zone:5976,distance-500,true,382,13,2,8,34
new-facility-zone:5976,rider-conditional,true,373,12,2,5,21
new-facility-zone:5976,normal-operations,true,377,12,2,5,21
new-facility-zone:5976,optimistic-information,true,374,12,2,5,21
new-facility-zone:5976,saturday,true,361,13,2,5,25
new-facility-zone:5995,primary,true,76,49,5,11,88
new-facility-zone:5995,distance-300,true,178,23,4,7,47
new-facility-zone:5995,distance-500,true,53,61,5,16,114
new-facility-zone:5995,rider-conditional,true,66,49,5,11,88
new-facility-zone:5995,normal-operations,true,76,49,5,11,88
new-facility-zone:5995,optimistic-information,true,72,49,5,11,88
new-facility-zone:5995,saturday,true,67,50,5,11,90
new-facility-zone:6011,primary,true,51,57,4,16,113
new-facility-zone:6011,distance-300,true,54,45,4,12,76
new-facility-zone:6011,distance-500,true,61,59,4,18,119
new-facility-zone:6011,rider-conditional,true,41,57,4,16,113
new-facility-zone:6011,normal-operations,true,51,57,4,16,113
new-facility-zone:6011,optimistic-information,true,49,57,4,16,113
new-facility-zone:6011,saturday,true,56,53,4,16,113
new-facility-zone:6012,primary,true,294,21,2,8,43
new-facility-zone:6012,distance-300,true,347,11,1,4,23
new-facility-zone:6012,distance-500,true,311,21,2,10,55
new-facility-zone:6012,rider-conditional,true,287,21,2,8,43
new-facility-zone:6012,normal-operations,true,294,21,2,8,43
new-facility-zone:6012,optimistic-information,true,289,21,2,8,43
new-facility-zone:6012,saturday,true,293,20,2,8,42
new-facility-zone:6033,primary,true,77,49,5,9,77
new-facility-zone:6033,distance-300,true,68,42,4,6,53
new-facility-zone:6033,distance-500,true,87,50,5,11,91
new-facility-zone:6033,rider-conditional,true,237,24,4,3,24
new-facility-zone:6033,normal-operations,true,77,49,5,9,77
new-facility-zone:6033,optimistic-information,true,73,49,5,9,77
new-facility-zone:6033,saturday,true,97,43,4,9,74
new-facility-zone:6118,primary,true,383,11,2,12,30
new-facility-zone:6118,distance-300,true,333,11,2,10,25
new-facility-zone:6118,distance-500,true,393,11,2,14,34
new-facility-zone:6118,rider-conditional,true,380,11,2,12,30
new-facility-zone:6118,normal-operations,true,383,11,2,12,30
new-facility-zone:6118,optimistic-information,true,379,11,2,12,30
new-facility-zone:6118,saturday,true,365,12,2,12,33
new-facility-zone:6202,primary,true,340,15,3,15,35
new-facility-zone:6202,distance-300,true,280,15,3,9,23
new-facility-zone:6202,distance-500,true,345,16,3,17,41
new-facility-zone:6202,rider-conditional,true,334,15,3,15,35
new-facility-zone:6202,normal-operations,true,340,15,3,15,35
new-facility-zone:6202,optimistic-information,true,334,15,3,15,35
new-facility-zone:6202,saturday,true,325,16,3,15,39
new-facility-zone:6244,primary,true,365,13,2,13,36
new-facility-zone:6244,distance-300,true,300,13,2,10,30
new-facility-zone:6244,distance-500,true,376,13,2,14,38
new-facility-zone:6244,rider-conditional,true,360,13,2,13,36
new-facility-zone:6244,normal-operations,true,365,13,2,13,36
new-facility-zone:6244,optimistic-information,true,363,13,2,12,34
new-facility-zone:6244,saturday,true,364,12,2,13,34
new-facility-zone:6317,primary,true,126,39,4,17,140
new-facility-zone:6317,distance-300,true,77,38,4,12,80
new-facility-zone:6317,distance-500,true,143,39,4,20,149
new-facility-zone:6317,rider-conditional,true,115,39,4,17,140
new-facility-zone:6317,normal-operations,true,126,39,4,17,140
new-facility-zone:6317,optimistic-information,true,122,39,4,17,140
new-facility-zone:6317,saturday,true,124,37,4,17,124
new-facility-zone:6321,primary,true,165,33,3,7,57
new-facility-zone:6321,distance-300,true,314,13,1,2,13
new-facility-zone:6321,distance-500,true,137,41,4,10,76
new-facility-zone:6321,rider-conditional,true,155,33,3,7,57
new-facility-zone:6321,normal-operations,true,165,33,3,7,57
new-facility-zone:6321,optimistic-information,true,160,33,3,7,57
new-facility-zone:6321,saturday,true,206,27,3,7,48
new-facility-zone:636,primary,true,344,15,2,6,22
new-facility-zone:636,distance-300,true,291,14,2,5,17
new-facility-zone:636,distance-500,true,356,15,2,9,32
new-facility-zone:636,rider-conditional,true,338,15,2,6,22
new-facility-zone:636,normal-operations,true,344,15,2,6,22
new-facility-zone:636,optimistic-information,true,338,15,2,6,22
new-facility-zone:636,saturday,true,359,13,2,6,19
new-facility-zone:6434,primary,true,62,54,10,10,97
new-facility-zone:6434,distance-300,true,163,25,3,7,48
new-facility-zone:6434,distance-500,true,81,54,10,13,105
new-facility-zone:6434,rider-conditional,true,52,54,10,10,97
new-facility-zone:6434,normal-operations,true,62,54,10,10,97
new-facility-zone:6434,optimistic-information,true,60,54,10,10,97
new-facility-zone:6434,saturday,true,66,50,10,10,91
new-facility-zone:6523,primary,true,358,14,2,5,23
new-facility-zone:6523,distance-300,true,377,7,1,3,13
new-facility-zone:6523,distance-500,true,312,21,2,7,33
new-facility-zone:6523,rider-conditional,true,352,14,2,5,23
new-facility-zone:6523,normal-operations,true,358,14,2,5,23
new-facility-zone:6523,optimistic-information,true,353,14,2,5,23
new-facility-zone:6523,saturday,true,362,13,2,5,21
new-facility-zone:653,primary,true,362,13,3,6,27
new-facility-zone:653,distance-300,true,375,7,1,4,14
new-facility-zone:653,distance-500,true,374,13,3,6,27
new-facility-zone:653,rider-conditional,true,356,13,3,6,27
new-facility-zone:653,normal-operations,true,362,13,3,6,27
new-facility-zone:653,optimistic-information,true,358,13,3,6,27
new-facility-zone:653,saturday,true,348,13,3,6,27
new-facility-zone:6559,primary,true,298,20,3,9,32
new-facility-zone:6559,distance-300,true,308,13,2,5,15
new-facility-zone:6559,distance-500,true,314,20,3,9,32
new-facility-zone:6559,rider-conditional,true,291,20,3,9,32
new-facility-zone:6559,normal-operations,true,298,20,3,9,32
new-facility-zone:6559,optimistic-information,true,292,20,3,9,32
new-facility-zone:6559,saturday,true,275,21,3,9,33
new-facility-zone:6652,primary,true,56,56,6,9,143
