candidate_id,scenario_id,applicable,rank,unique_trips,unique_routes,active_stops,events
extend-hours:crem:000981-B03,primary,true,16,48,4,10,75
extend-hours:crem:000981-B03,distance-300,true,11,46,4,6,49
extend-hours:crem:000981-B03,distance-500,true,27,53,4,18,151
extend-hours:crem:000981-B03,rider-conditional,true,14,48,4,10,75
extend-hours:crem:000981-B03,normal-operations,true,16,48,4,10,75
extend-hours:crem:000981-B03,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:crem:000981-B03,saturday,true,19,47,4,10,73
extend-hours:crem:000981-B04,primary,true,13,50,4,10,91
extend-hours:crem:000981-B04,distance-300,true,12,46,4,5,46
extend-hours:crem:000981-B04,distance-500,true,29,53,4,17,149
extend-hours:crem:000981-B04,rider-conditional,true,11,50,4,10,91
extend-hours:crem:000981-B04,normal-operations,true,13,50,4,10,91
extend-hours:crem:000981-B04,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:crem:000981-B04,saturday,true,14,48,4,10,88
extend-hours:crem:001879-B01,primary,true,15,48,4,11,66
extend-hours:crem:001879-B01,distance-300,true,154,9,2,5,14
extend-hours:crem:001879-B01,distance-500,true,37,48,4,14,92
extend-hours:crem:001879-B01,rider-conditional,true,13,48,4,11,66
extend-hours:crem:001879-B01,normal-operations,true,15,48,4,11,66
extend-hours:crem:001879-B01,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:crem:001879-B01,saturday,true,18,47,4,11,61
extend-hours:crem:003257-B02,primary,true,30,42,5,9,49
extend-hours:crem:003257-B02,distance-300,true,157,9,2,2,9
extend-hours:crem:003257-B02,distance-500,true,33,50,7,13,72
extend-hours:crem:003257-B02,rider-conditional,true,26,42,5,9,49
extend-hours:crem:003257-B02,normal-operations,true,30,42,5,9,49
extend-hours:crem:003257-B02,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:crem:003257-B02,saturday,true,29,41,5,9,48
extend-hours:crem:003889-B04,primary,true,130,17,1,3,25
extend-hours:crem:003889-B04,distance-300,true,87,17,1,2,17
extend-hours:crem:003889-B04,distance-500,true,178,17,1,5,43
extend-hours:crem:003889-B04,rider-conditional,true,127,17,1,3,25
extend-hours:crem:003889-B04,normal-operations,true,130,17,1,3,25
extend-hours:crem:003889-B04,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:crem:003889-B04,saturday,true,133,16,1,3,24
extend-hours:crem:005581-B01,primary,true,184,11,2,10,25
extend-hours:crem:005581-B01,distance-300,true,148,10,2,6,14
extend-hours:crem:005581-B01,distance-500,true,226,11,2,12,29
extend-hours:crem:005581-B01,rider-conditional,true,182,11,2,10,25
extend-hours:crem:005581-B01,normal-operations,true,184,11,2,10,25
extend-hours:crem:005581-B01,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:crem:005581-B01,saturday,true,160,13,2,10,31
extend-hours:crem:City Hall|100 Queen Street West,primary,true,132,16,2,10,28
extend-hours:crem:City Hall|100 Queen Street West,distance-300,true,208,4,1,4,8
extend-hours:crem:City Hall|100 Queen Street West,distance-500,true,158,19,3,14,45
extend-hours:crem:City Hall|100 Queen Street West,rider-conditional,true,129,16,2,10,28
extend-hours:crem:City Hall|100 Queen Street West,normal-operations,true,132,16,2,10,28
extend-hours:crem:City Hall|100 Queen Street West,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:crem:City Hall|100 Queen Street West,saturday,true,119,17,2,10,31
extend-hours:crem:Metro Hall|55 John Street,primary,true,62,29,1,4,54
extend-hours:crem:Metro Hall|55 John Street,distance-300,true,40,28,1,3,40
extend-hours:crem:Metro Hall|55 John Street,distance-500,true,58,42,2,8,93
extend-hours:crem:Metro Hall|55 John Street,rider-conditional,true,58,29,1,4,54
extend-hours:crem:Metro Hall|55 John Street,normal-operations,true,62,29,1,4,54
extend-hours:crem:Metro Hall|55 John Street,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:crem:Metro Hall|55 John Street,saturday,true,87,25,1,4,50
extend-hours:library:AB,primary,true,235,6,1,3,8
extend-hours:library:AB,distance-300,true,187,6,1,2,6
extend-hours:library:AB,distance-500,true,88,30,3,12,53
extend-hours:library:AB,rider-conditional,true,232,6,1,3,8
extend-hours:library:AB,normal-operations,true,235,6,1,3,8
extend-hours:library:AB,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:AB,saturday,true,252,4,1,3,6
extend-hours:library:ACD,primary,true,185,11,2,8,21
extend-hours:library:ACD,distance-300,true,149,10,2,5,12
extend-hours:library:ACD,distance-500,true,225,11,2,12,33
extend-hours:library:ACD,rider-conditional,true,183,11,2,8,21
extend-hours:library:ACD,normal-operations,true,185,11,2,8,21
extend-hours:library:ACD,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:ACD,saturday,true,192,9,2,8,17
extend-hours:library:AG,primary,true,287,0,0,0,0
extend-hours:library:AG,distance-300,true,245,0,0,0,0
extend-hours:library:AG,distance-500,true,212,13,1,2,13
extend-hours:library:AG,rider-conditional,true,285,0,0,0,0
extend-hours:library:AG,normal-operations,true,287,0,0,0,0
extend-hours:library:AG,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:AG,saturday,true,287,0,0,0,0
extend-hours:library:AN,primary,true,33,40,6,14,63
extend-hours:library:AN,distance-300,true,27,32,5,11,42
extend-hours:library:AN,distance-500,true,54,42,6,21,111
extend-hours:library:AN,rider-conditional,true,28,40,6,14,63
extend-hours:library:AN,normal-operations,true,33,40,6,14,63
extend-hours:library:AN,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:AN,saturday,true,28,41,6,14,64
extend-hours:library:AP,primary,true,79,25,2,10,56
extend-hours:library:AP,distance-300,true,47,25,2,6,31
extend-hours:library:AP,distance-500,true,111,26,2,13,77
extend-hours:library:AP,rider-conditional,true,75,25,2,10,56
extend-hours:library:AP,normal-operations,true,79,25,2,10,56
extend-hours:library:AP,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:AP,saturday,true,94,22,2,10,46
extend-hours:library:BB,primary,true,97,22,2,4,37
extend-hours:library:BB,distance-300,true,69,20,2,3,28
extend-hours:library:BB,distance-500,true,137,22,2,7,58
extend-hours:library:BB,rider-conditional,true,93,22,2,4,37
extend-hours:library:BB,normal-operations,true,97,22,2,4,37
extend-hours:library:BB,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:BB,saturday,true,108,19,2,4,34
extend-hours:library:BD,primary,true,196,10,1,4,20
extend-hours:library:BD,distance-300,true,151,10,1,3,15
extend-hours:library:BD,distance-500,true,235,10,1,6,30
extend-hours:library:BD,rider-conditional,true,193,10,1,4,20
extend-hours:library:BD,normal-operations,true,196,10,1,4,20
extend-hours:library:BD,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:BD,saturday,true,190,10,1,4,20
extend-hours:library:BE,primary,true,110,20,2,6,35
extend-hours:library:BE,distance-300,true,74,19,2,4,22
extend-hours:library:BE,distance-500,true,148,21,2,8,48
extend-hours:library:BE,rider-conditional,true,107,20,2,6,35
extend-hours:library:BE,normal-operations,true,110,20,2,6,35
extend-hours:library:BE,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:BE,saturday,true,112,18,2,6,33
extend-hours:library:BF,primary,true,81,25,2,9,56
extend-hours:library:BF,distance-300,true,128,12,1,2,12
extend-hours:library:BF,distance-500,true,121,25,2,11,68
extend-hours:library:BF,rider-conditional,true,77,25,2,9,56
extend-hours:library:BF,normal-operations,true,81,25,2,9,56
extend-hours:library:BF,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:BF,saturday,true,77,25,2,9,55
extend-hours:library:BL,primary,true,18,47,3,4,47
extend-hours:library:BL,distance-300,true,25,33,3,3,33
extend-hours:library:BL,distance-500,true,34,50,3,7,76
extend-hours:library:BL,rider-conditional,true,16,47,3,4,47
extend-hours:library:BL,normal-operations,true,18,47,3,4,47
extend-hours:library:BL,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:BL,saturday,true,20,47,3,4,47
extend-hours:library:BR,primary,true,74,26,3,7,52
extend-hours:library:BR,distance-300,true,182,6,1,3,9
extend-hours:library:BR,distance-500,true,30,52,6,12,88
extend-hours:library:BR,rider-conditional,true,70,26,3,7,52
extend-hours:library:BR,normal-operations,true,74,26,3,7,52
extend-hours:library:BR,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:BR,saturday,true,89,23,3,7,45
extend-hours:library:BRW,primary,true,209,8,1,4,16
extend-hours:library:BRW,distance-300,true,165,8,1,4,16
extend-hours:library:BRW,distance-500,true,245,8,1,5,19
extend-hours:library:BRW,rider-conditional,true,206,8,1,4,16
extend-hours:library:BRW,normal-operations,true,209,8,1,4,16
extend-hours:library:BRW,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:BRW,saturday,true,207,7,1,4,12
extend-hours:library:CC,primary,true,59,29,3,6,53
extend-hours:library:CC,distance-300,true,30,29,3,6,53
extend-hours:library:CC,distance-500,true,84,31,3,9,93
extend-hours:library:CC,rider-conditional,true,55,29,3,6,53
extend-hours:library:CC,normal-operations,true,59,29,3,6,53
extend-hours:library:CC,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:CC,saturday,true,90,23,2,6,41
extend-hours:library:CED,primary,true,31,42,3,9,94
extend-hours:library:CED,distance-300,true,59,22,1,5,55
extend-hours:library:CED,distance-500,true,56,42,3,10,103
extend-hours:library:CED,rider-conditional,true,27,42,3,9,94
extend-hours:library:CED,normal-operations,true,31,42,3,9,94
extend-hours:library:CED,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:CED,saturday,true,50,32,3,9,71
extend-hours:library:CL,primary,true,123,18,2,5,22
extend-hours:library:CL,distance-300,true,124,13,1,1,13
extend-hours:library:CL,distance-500,true,92,30,2,6,34
extend-hours:library:CL,rider-conditional,true,120,18,2,5,22
extend-hours:library:CL,normal-operations,true,123,18,2,5,22
extend-hours:library:CL,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:CL,saturday,true,107,19,2,5,24
extend-hours:library:CS,primary,true,67,28,2,7,46
extend-hours:library:CS,distance-300,true,37,28,2,6,40
extend-hours:library:CS,distance-500,true,90,30,2,12,80
extend-hours:library:CS,rider-conditional,true,63,28,2,7,46
extend-hours:library:CS,normal-operations,true,67,28,2,7,46
extend-hours:library:CS,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:CS,saturday,true,80,25,2,7,44
extend-hours:library:DA,primary,true,23,46,3,6,58
extend-hours:library:DA,distance-300,true,16,38,2,4,38
extend-hours:library:DA,distance-500,true,44,46,3,10,78
extend-hours:library:DA,rider-conditional,true,20,46,3,6,58
extend-hours:library:DA,normal-operations,true,23,46,3,6,58
extend-hours:library:DA,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:DA,saturday,true,32,41,3,6,53
extend-hours:library:DGH,primary,true,26,44,6,15,93
extend-hours:library:DGH,distance-300,true,14,44,6,14,91
extend-hours:library:DGH,distance-500,true,49,44,6,25,153
extend-hours:library:DGH,rider-conditional,true,23,44,6,15,93
extend-hours:library:DGH,normal-operations,true,26,44,6,15,93
extend-hours:library:DGH,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:DGH,saturday,true,42,35,5,15,84
extend-hours:library:DM,primary,true,138,15,4,7,24
extend-hours:library:DM,distance-300,true,169,7,2,3,7
extend-hours:library:DM,distance-500,true,51,43,6,11,55
extend-hours:library:DM,rider-conditional,true,136,15,4,7,24
extend-hours:library:DM,normal-operations,true,138,15,4,7,24
extend-hours:library:DM,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:DM,saturday,true,157,13,3,7,22
extend-hours:library:DO,primary,true,28,43,5,10,68
extend-hours:library:DO,distance-300,true,32,28,5,7,47
extend-hours:library:DO,distance-500,true,50,44,5,12,75
extend-hours:library:DO,rider-conditional,true,25,43,5,10,68
extend-hours:library:DO,normal-operations,true,28,43,5,10,68
extend-hours:library:DO,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:DO,saturday,true,16,47,5,10,70
extend-hours:library:DP,primary,true,9,53,5,11,70
extend-hours:library:DP,distance-300,true,10,46,5,6,46
extend-hours:library:DP,distance-500,true,14,60,5,18,111
extend-hours:library:DP,rider-conditional,true,7,53,5,11,70
extend-hours:library:DP,normal-operations,true,9,53,5,11,70
extend-hours:library:DP,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:DP,saturday,true,10,52,5,11,68
extend-hours:library:DT,primary,true,118,19,2,6,25
extend-hours:library:DT,distance-300,true,72,19,2,6,25
extend-hours:library:DT,distance-500,true,108,26,4,13,47
extend-hours:library:DT,rider-conditional,true,115,19,2,6,25
extend-hours:library:DT,normal-operations,true,118,19,2,6,25
extend-hours:library:DT,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:DT,saturday,true,122,17,2,6,21
extend-hours:library:DU,primary,true,46,35,3,9,67
extend-hours:library:DU,distance-300,true,23,33,3,7,53
extend-hours:library:DU,distance-500,true,64,38,4,15,109
extend-hours:library:DU,rider-conditional,true,42,35,3,9,67
extend-hours:library:DU,normal-operations,true,46,35,3,9,67
extend-hours:library:DU,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:DU,saturday,true,25,43,3,9,83
extend-hours:library:EA,primary,true,160,13,2,11,31
extend-hours:library:EA,distance-300,true,142,11,2,6,17
extend-hours:library:EA,distance-500,true,188,14,2,12,34
extend-hours:library:EA,rider-conditional,true,158,13,2,11,31
extend-hours:library:EA,normal-operations,true,160,13,2,11,31
extend-hours:library:EA,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:EA,saturday,true,159,13,2,11,34
extend-hours:library:EB,primary,true,249,5,1,2,5
extend-hours:library:EB,distance-300,true,286,0,0,0,0
extend-hours:library:EB,distance-500,true,279,5,1,3,7
extend-hours:library:EB,rider-conditional,true,246,5,1,2,5
extend-hours:library:EB,normal-operations,true,249,5,1,2,5
extend-hours:library:EB,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:EB,saturday,true,241,5,1,2,5
extend-hours:library:EG,primary,true,189,11,1,3,15
extend-hours:library:EG,distance-300,true,145,11,1,3,15
extend-hours:library:EG,distance-500,true,232,11,1,4,20
extend-hours:library:EG,rider-conditional,true,187,11,1,3,15
extend-hours:library:EG,normal-operations,true,189,11,1,3,15
extend-hours:library:EG,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:EG,saturday,true,212,7,1,3,10
extend-hours:library:EN,primary,true,68,28,2,6,34
extend-hours:library:EN,distance-300,true,38,28,2,6,34
extend-hours:library:EN,distance-500,true,94,29,2,10,47
extend-hours:library:EN,rider-conditional,true,64,28,2,6,34
extend-hours:library:EN,normal-operations,true,68,28,2,6,34
extend-hours:library:EN,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:EN,saturday,true,64,28,2,6,34
extend-hours:library:FO,primary,true,12,51,2,6,96
extend-hours:library:FO,distance-300,true,52,24,1,2,24
extend-hours:library:FO,distance-500,true,32,51,2,7,108
extend-hours:library:FO,rider-conditional,true,10,51,2,6,96
extend-hours:library:FO,normal-operations,true,12,51,2,6,96
extend-hours:library:FO,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:FO,saturday,true,7,55,2,6,98
extend-hours:library:FV,primary,true,126,17,2,3,25
extend-hours:library:FV,distance-300,true,91,16,2,2,16
extend-hours:library:FV,distance-500,true,177,17,2,3,25
extend-hours:library:FV,rider-conditional,true,135,16,2,2,16
extend-hours:library:FV,normal-operations,true,126,17,2,3,25
extend-hours:library:FV,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:FV,saturday,true,149,14,2,3,21
extend-hours:library:GE,primary,true,82,25,2,7,44
extend-hours:library:GE,distance-300,true,46,25,2,7,44
extend-hours:library:GE,distance-500,true,122,25,2,8,56
extend-hours:library:GE,rider-conditional,true,78,25,2,7,44
extend-hours:library:GE,normal-operations,true,82,25,2,7,44
extend-hours:library:GE,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:GE,saturday,true,82,25,2,7,44
extend-hours:library:GHP,primary,true,323,0,0,0,0
extend-hours:library:GHP,distance-300,true,299,0,0,0,0
extend-hours:library:GHP,distance-500,true,209,13,1,4,26
extend-hours:library:GHP,rider-conditional,true,321,0,0,0,0
extend-hours:library:GHP,normal-operations,true,323,0,0,0,0
extend-hours:library:GHP,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:GHP,saturday,true,323,0,0,0,0
extend-hours:library:GW,primary,true,168,13,1,5,33
extend-hours:library:GW,distance-300,true,117,13,1,5,33
extend-hours:library:GW,distance-500,true,206,13,1,6,39
extend-hours:library:GW,rider-conditional,true,166,13,1,5,33
extend-hours:library:GW,normal-operations,true,168,13,1,5,33
extend-hours:library:GW,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:GW,saturday,true,166,13,1,5,31
extend-hours:library:HB,primary,true,66,28,3,7,34
extend-hours:library:HB,distance-300,true,35,28,3,5,30
extend-hours:library:HB,distance-500,true,99,28,3,7,34
extend-hours:library:HB,rider-conditional,true,62,28,3,7,34
extend-hours:library:HB,normal-operations,true,66,28,3,7,34
extend-hours:library:HB,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:HB,saturday,true,59,30,3,7,38
extend-hours:library:HC,primary,true,162,13,2,6,27
extend-hours:library:HC,distance-300,true,113,13,2,4,18
extend-hours:library:HC,distance-500,true,189,14,2,10,44
extend-hours:library:HC,rider-conditional,true,160,13,2,6,27
extend-hours:library:HC,normal-operations,true,162,13,2,6,27
extend-hours:library:HC,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:HC,saturday,true,163,13,2,6,31
extend-hours:library:HIL,primary,true,245,5,1,5,13
extend-hours:library:HIL,distance-300,true,202,5,1,2,5
extend-hours:library:HIL,distance-500,true,275,5,1,6,15
extend-hours:library:HIL,rider-conditional,true,242,5,1,5,13
extend-hours:library:HIL,normal-operations,true,245,5,1,5,13
extend-hours:library:HIL,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:HIL,saturday,true,221,6,1,5,15
extend-hours:library:HP,primary,true,145,15,1,4,28
extend-hours:library:HP,distance-300,true,93,15,1,4,28
extend-hours:library:HP,distance-500,true,185,15,1,7,47
extend-hours:library:HP,rider-conditional,true,143,15,1,4,28
extend-hours:library:HP,normal-operations,true,145,15,1,4,28
extend-hours:library:HP,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:HP,saturday,true,168,13,1,4,24
extend-hours:library:HS,primary,true,229,6,1,5,15
extend-hours:library:HS,distance-300,true,183,6,1,3,9
extend-hours:library:HS,distance-500,true,263,6,1,5,15
extend-hours:library:HS,rider-conditional,true,226,6,1,5,15
extend-hours:library:HS,normal-operations,true,229,6,1,5,15
extend-hours:library:HS,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:HS,saturday,true,248,4,1,5,10
extend-hours:library:JO,primary,true,141,15,2,6,22
extend-hours:library:JO,distance-300,true,181,6,1,4,11
extend-hours:library:JO,distance-500,true,42,46,4,11,61
extend-hours:library:JO,rider-conditional,true,139,15,2,6,22
extend-hours:library:JO,normal-operations,true,141,15,2,6,22
extend-hours:library:JO,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:JO,saturday,true,147,14,2,6,22
extend-hours:library:JS,primary,true,27,44,5,9,82
extend-hours:library:JS,distance-300,true,83,18,2,3,26
extend-hours:library:JS,distance-500,true,46,45,5,11,101
extend-hours:library:JS,rider-conditional,true,24,44,5,9,82
extend-hours:library:JS,normal-operations,true,27,44,5,9,82
extend-hours:library:JS,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:JS,saturday,true,26,42,4,9,84
extend-hours:library:JT,primary,true,219,7,1,2,7
extend-hours:library:JT,distance-300,true,173,7,1,2,7
extend-hours:library:JT,distance-500,true,229,11,2,6,18
extend-hours:library:JT,rider-conditional,true,216,7,1,2,7
extend-hours:library:JT,normal-operations,true,219,7,1,2,7
extend-hours:library:JT,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:JT,saturday,true,214,7,1,2,7
extend-hours:library:KE,primary,true,29,43,4,10,56
extend-hours:library:KE,distance-300,true,20,34,4,6,36
extend-hours:library:KE,distance-500,true,5,70,11,14,97
extend-hours:library:KE,rider-conditional,true,40,36,4,9,45
extend-hours:library:KE,normal-operations,true,29,43,4,10,56
extend-hours:library:KE,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:KE,saturday,true,21,45,4,10,59
extend-hours:library:LB,primary,true,154,14,1,6,40
extend-hours:library:LB,distance-300,true,118,13,1,5,32
extend-hours:library:LB,distance-500,true,192,14,1,6,40
extend-hours:library:LB,rider-conditional,true,152,14,1,6,40
extend-hours:library:LB,normal-operations,true,154,14,1,6,40
extend-hours:library:LB,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:LB,saturday,true,150,14,1,6,42
extend-hours:library:LE,primary,true,256,4,1,6,9
extend-hours:library:LE,distance-300,true,222,3,1,4,6
extend-hours:library:LE,distance-500,true,286,4,1,6,9
extend-hours:library:LE,rider-conditional,true,253,4,1,6,9
extend-hours:library:LE,normal-operations,true,256,4,1,6,9
extend-hours:library:LE,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:LE,saturday,true,246,4,1,6,10
extend-hours:library:LO,primary,true,10,52,5,18,89
extend-hours:library:LO,distance-300,true,6,51,5,12,69
extend-hours:library:LO,distance-500,true,25,54,6,21,96
extend-hours:library:LO,rider-conditional,true,8,52,5,18,89
extend-hours:library:LO,normal-operations,true,10,52,5,18,89
extend-hours:library:LO,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:LO,saturday,true,11,51,5,18,88
extend-hours:library:LS,primary,true,53,33,2,7,54
extend-hours:library:LS,distance-300,true,26,33,2,6,45
extend-hours:library:LS,distance-500,true,79,33,2,12,88
extend-hours:library:LS,rider-conditional,true,49,33,2,7,54
extend-hours:library:LS,normal-operations,true,53,33,2,7,54
extend-hours:library:LS,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:LS,saturday,true,56,31,2,7,51
extend-hours:library:MA,primary,true,90,24,3,13,54
extend-hours:library:MA,distance-300,true,51,24,3,8,32
extend-hours:library:MA,distance-500,true,127,24,3,14,56
extend-hours:library:MA,rider-conditional,true,86,24,3,13,54
extend-hours:library:MA,normal-operations,true,90,24,3,13,54
extend-hours:library:MA,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:MA,saturday,true,69,26,3,13,57
extend-hours:library:MAL,primary,true,101,21,3,12,47
extend-hours:library:MAL,distance-300,true,111,13,2,5,17
extend-hours:library:MAL,distance-500,true,142,21,3,15,57
extend-hours:library:MAL,rider-conditional,true,97,21,3,12,47
extend-hours:library:MAL,normal-operations,true,101,21,3,12,47
extend-hours:library:MAL,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:MAL,saturday,true,117,17,3,12,37
extend-hours:library:MAS,primary,true,17,47,4,13,82
extend-hours:library:MAS,distance-300,true,13,45,4,10,60
extend-hours:library:MAS,distance-500,true,7,67,6,16,109
extend-hours:library:MAS,rider-conditional,true,15,47,4,13,82
extend-hours:library:MAS,normal-operations,true,17,47,4,13,82
extend-hours:library:MAS,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:MAS,saturday,true,13,49,4,13,80
extend-hours:library:MCG,primary,true,125,17,2,5,31
extend-hours:library:MCG,distance-300,true,96,15,1,2,15
extend-hours:library:MCG,distance-500,true,149,21,2,7,37
extend-hours:library:MCG,rider-conditional,true,123,17,2,5,31
extend-hours:library:MCG,normal-operations,true,125,17,2,5,31
extend-hours:library:MCG,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:MCG,saturday,true,115,18,2,5,30
extend-hours:library:MD,primary,true,1,125,12,23,319
extend-hours:library:MD,distance-300,true,1,80,7,6,100
extend-hours:library:MD,distance-500,true,1,132,12,30,444
extend-hours:library:MD,rider-conditional,true,1,108,11,17,197
extend-hours:library:MD,normal-operations,true,1,125,12,23,319
extend-hours:library:MD,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:MD,saturday,true,1,118,12,23,290
extend-hours:library:MI,primary,true,241,6,1,1,6
extend-hours:library:MI,distance-300,true,324,0,0,0,0
extend-hours:library:MI,distance-500,true,162,19,2,6,38
extend-hours:library:MI,rider-conditional,true,238,6,1,1,6
extend-hours:library:MI,normal-operations,true,241,6,1,1,6
extend-hours:library:MI,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:MI,saturday,true,233,6,1,1,6
extend-hours:library:MP,primary,true,228,6,1,6,18
extend-hours:library:MP,distance-300,true,180,6,1,6,18
extend-hours:library:MP,distance-500,true,134,22,3,11,48
extend-hours:library:MP,rider-conditional,true,225,6,1,6,18
extend-hours:library:MP,normal-operations,true,228,6,1,6,18
extend-hours:library:MP,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:MP,saturday,true,220,6,1,6,18
extend-hours:library:MS,primary,true,232,6,1,4,12
extend-hours:library:MS,distance-300,true,184,6,1,3,9
extend-hours:library:MS,distance-500,true,264,6,1,5,15
extend-hours:library:MS,rider-conditional,true,229,6,1,4,12
extend-hours:library:MS,normal-operations,true,232,6,1,4,12
extend-hours:library:MS,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:MS,saturday,true,238,5,1,4,9
extend-hours:library:ND,primary,true,4,60,8,13,77
extend-hours:library:ND,distance-300,true,4,55,6,10,60
extend-hours:library:ND,distance-500,true,8,66,8,20,107
extend-hours:library:ND,rider-conditional,true,262,4,1,2,4
extend-hours:library:ND,normal-operations,true,4,60,8,13,77
extend-hours:library:ND,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:ND,saturday,true,5,57,8,13,75
extend-hours:library:NE,primary,true,122,18,2,7,33
extend-hours:library:NE,distance-300,true,81,18,2,6,30
extend-hours:library:NE,distance-500,true,167,18,2,8,36
extend-hours:library:NE,rider-conditional,true,119,18,2,7,33
extend-hours:library:NE,normal-operations,true,122,18,2,7,33
extend-hours:library:NE,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:NE,saturday,true,129,16,2,7,30
extend-hours:library:NT,primary,true,142,15,2,4,30
extend-hours:library:NT,distance-300,true,92,15,2,4,30
extend-hours:library:NT,distance-500,true,170,17,2,7,40
extend-hours:library:NT,rider-conditional,true,140,15,2,4,30
extend-hours:library:NT,normal-operations,true,142,15,2,4,30
